Game_Date,Game_Time,Home_Team,Away_Team,Home_Score,Away_Score,Division,Travel_km,lat_d,lon_d,lat_o,lon_o,Temp_home,Humidity_home,Windspeed_home,Visibility_home,Precipitation_home,Cast_home,Game_Result,Total_Score,Temp_away,Humidity_away,Windspeed_away,Visibility_away,Precipitation_away,Cast_away
28/07/19,14:00,Edinburgh Wolves,Leicester Falcons,47,6,Premiership North,495,55.93187,-3.155042,52.619451,-1.233344,62.7,97.3,12.5,3.8,0.14,rain,HW,53,58.2,96.0,12.4,8.6,0.89,rain
28/07/19,14:00,Manchester Titans,Tamworth Phoenix,17,21,Premiership North,154,53.460289,-2.191432,52.485268,-1.702471,58.1,98.2,12.7,6.8,1.37,rain,AW,38,57.9,95.7,11.7,8.4,0.83,rain
28/07/19,14:00,Sheffield Giants,Merseyside Nighthawks,22,22,Premiership North,113,53.341299,-1.465504,53.545317,-2.811076,58.0,98.2,10.6,6.9,1.04,rain,T,44,59.2,94.4,19.3,6.5,0.96,rain
21/07/19,14:30,Merseyside Nighthawks,Tamworth Phoenix,6,30,Premiership North,167,53.545317,-2.811076,52.485268,-1.702471,64.6,74.2,17.7,24.3,0.0,partly-cloudy-day,AW,36,63.6,73.5,12.1,23.5,0.0,partly-cloudy-day
21/07/19,14:00,Leicester Falcons,Manchester Titans,6,38,Premiership North,171,52.619451,-1.233344,53.460289,-2.191432,63.2,73.2,10.9,24.2,0.0,partly-cloudy-day,AW,44,62.8,75.9,13.8,23.9,0.0,partly-cloudy-day
07/07/19,14:30,Merseyside Nighthawks,Leicester Falcons,50,0,Premiership North,184,53.545317,-2.811076,52.619451,-1.233344,58.6,75.0,10.8,18.3,0.0,clear-day,HW,50,60.1,67.4,6.4,21.2,0.0,partly-cloudy-day
07/07/19,14:00,Manchester Titans,Sheffield Giants,49,30,Premiership North,75,53.460289,-2.191432,53.341299,-1.465504,57.6,72.9,8.2,16.7,0.0,partly-cloudy-day,HW,79,57.5,68.7,10.7,17.8,0.0,partly-cloudy-day
06/07/19,15:00,Tamworth Phoenix,Edinburgh Wolves,48,0,Premiership North,470,52.485268,-1.702471,55.93187,-3.155042,52.2,87.8,12.7,13.3,0.56,rain,HW,48,51.2,84.8,15.3,15.4,0.02,rain
30/06/19,14:00,Edinburgh Wolves,Manchester Titans,17,6,Premiership North,337,55.93187,-3.155042,53.460289,-2.191432,60.6,80.2,20.8,13.1,0.08,rain,HW,23,61.8,75.1,15.8,19.3,0.0,partly-cloudy-day
23/06/19,15:00,Manchester Titans,Merseyside Nighthawks,43,30,Premiership North,50,53.460289,-2.191432,53.545317,-2.811076,60.2,75.2,12.8,18.9,0.0,partly-cloudy-day,HW,73,62.3,68.7,12.5,21.3,0.01,rain
23/06/19,14:00,Sheffield Giants,Edinburgh Wolves,33,8,Premiership North,415,53.341299,-1.465504,55.93187,-3.155042,58.0,81.8,13.9,14.7,0.0,partly-cloudy-day,HW,41,57.9,79.9,13.7,12.5,0.0,partly-cloudy-day
23/06/19,13:00,Leicester Falcons,Tamworth Phoenix,7,28,Premiership North,39,52.619451,-1.233344,52.485268,-1.702471,60.6,80.6,11.6,15.0,0.0,partly-cloudy-day,AW,35,61.0,77.2,10.7,13.4,0.0,partly-cloudy-day
16/06/19,14:30,Leicester Falcons,Edinburgh Wolves,10,0,Premiership North,495,52.619451,-1.233344,55.93187,-3.155042,55.8,81.3,13.4,19.4,0.06,rain,HW,10,53.9,73.1,13.5,18.2,0.01,rain
16/06/19,14:30,Merseyside Nighthawks,Sheffield Giants,20,0,Premiership North,113,53.545317,-2.811076,53.341299,-1.465504,56.0,77.7,19.4,22.5,0.08,rain,HW,20,53.4,81.3,17.7,16.4,0.12,rain
15/06/19,16:00,Tamworth Phoenix,Manchester Titans,0,21,Premiership North,154,52.485268,-1.702471,53.460289,-2.191432,53.9,83.1,13.4,19.1,0.1,rain,AW,21,54.0,87.0,13.5,17.5,0.21,rain
09/06/19,14:00,Edinburgh Wolves,Merseyside Nighthawks,12,33,Premiership North,320,55.93187,-3.155042,53.545317,-2.811076,56.3,78.1,21.4,14.1,0.02,rain,AW,45,58.4,77.3,23.3,12.0,0.04,rain
09/06/19,14:00,Sheffield Giants,Leicester Falcons,14,12,Premiership North,98,53.341299,-1.465504,52.619451,-1.233344,54.3,82.0,17.2,12.6,0.09,rain,HW,26,55.9,75.4,14.5,18.2,0.02,rain
01/06/19,18:00,Tamworth Phoenix,Leicester Falcons,42,9,Premiership North,39,52.485268,-1.702471,52.619451,-1.233344,44.2,82.9,9.3,11.0,0.0,cloudy,HW,51,41.7,86.1,8.6,10.2,0.0,cloudy
26/05/19,14:00,Manchester Titans,Edinburgh Wolves,14,0,Premiership North,337,53.460289,-2.191432,55.93187,-3.155042,57.9,80.5,20.3,17.7,0.1,rain,HW,14,55.3,86.8,23.3,12.8,0.25,rain
25/05/19,16:00,Tamworth Phoenix,Sheffield Giants,22,12,Premiership North,117,52.485268,-1.702471,53.341299,-1.465504,61.2,67.9,10.4,21.5,0.0,partly-cloudy-day,HW,34,55.5,77.0,11.8,12.7,0.0,partly-cloudy-day
19/05/19,14:30,Merseyside Nighthawks,Manchester Titans,50,33,Premiership North,50,53.545317,-2.811076,53.460289,-2.191432,53.6,82.6,11.3,21.2,0.0,partly-cloudy-day,HW,83,52.9,82.3,9.8,16.7,0.01,rain
19/05/19,14:00,Edinburgh Wolves,Tamworth Phoenix,0,50,Premiership North,470,55.93187,-3.155042,52.485268,-1.702471,53.4,86.4,9.9,18.4,0.04,rain,AW,50,54.6,81.1,7.9,10.9,0.01,rain
12/05/19,14:30,Merseyside Nighthawks,Edinburgh Wolves,33,14,Premiership North,320,53.545317,-2.811076,55.93187,-3.155042,42.3,85.7,29.9,13.0,0.0,partly-cloudy-day,HW,47,42.1,86.7,29.7,12.1,0.12,rain
12/05/19,14:00,Sheffield Giants,Manchester Titans,0,6,Premiership North,75,53.341299,-1.465504,53.460289,-2.191432,36.1,90.9,24.6,10.4,0.0,partly-cloudy-day,AW,6,40.3,88.7,19.5,17.1,0.01,rain
05/05/19,16:00,Tamworth Phoenix,Merseyside Nighthawks,34,6,Premiership North,167,52.485268,-1.702471,53.545317,-2.811076,43.4,69.8,9.5,17.7,0.0,partly-cloudy-day,HW,40,43.6,68.3,16.8,22.3,0.0,partly-cloudy-day
05/05/19,15:00,Manchester Titans,Leicester Falcons,49,16,Premiership North,171,53.460289,-2.191432,52.619451,-1.233344,41.1,72.3,13.2,20.2,0.0,partly-cloudy-day,HW,65,41.7,69.3,7.5,17.0,0.0,partly-cloudy-day
05/05/19,14:00,Edinburgh Wolves,Sheffield Giants,16,15,Premiership North,415,55.93187,-3.155042,53.341299,-1.465504,42.6,61.2,10.7,13.8,0.0,cloudy,HW,31,38.8,69.9,12.8,16.4,0.0,partly-cloudy-day
28/04/19,14:00,Leicester Falcons,Merseyside Nighthawks,18,23,Premiership North,184,52.619451,-1.233344,53.545317,-2.811076,45.8,78.1,15.4,17.3,0.04,rain,AW,41,45.1,83.1,27.7,10.0,0.27,rain
21/04/19,14:00,Sheffield Giants,Tamworth Phoenix,6,28,Premiership North,117,53.341299,-1.465504,52.485268,-1.702471,59.4,51.1,9.8,10.9,0.0,clear-day,AW,34,58.0,59.3,6.1,12.5,0.0,clear-day
14/04/19,14:00,Leicester Falcons,Sheffield Giants,21,8,Premiership North,98,52.619451,-1.233344,53.341299,-1.465504,33.7,69.8,13.3,17.1,0.0,partly-cloudy-day,HW,29,30.2,71.8,18.3,17.2,0.0,partly-cloudy-day
28/07/19,14:30,Kent Exiles,Rushmoor Knights,19,0,Premiership South,102,51.418042,0.089663,51.299533,-0.778626,64.3,73.0,13.4,25.0,0.0,partly-cloudy-day,HW,19,64.1,70.9,13.9,26.2,0.0,partly-cloudy-day
28/07/19,14:00,Bristol Aztecs,London Warriors,0,55,Premiership South,203,51.51264,-2.555479,51.391342,-0.089445,63.1,69.6,14.6,20.7,0.0,partly-cloudy-day,AW,55,64.1,73.7,13.6,24.8,0.0,partly-cloudy-day
28/07/19,13:30,London Blitz,London Olympians,15,14,Premiership South,25,51.574647,-0.103116,51.458428,0.046926,65.3,70.6,13.9,25.2,0.0,clear-day,HW,29,64.8,71.7,13.5,25.1,0.0,partly-cloudy-day
21/07/19,15:30,London Blitz,Kent Exiles,42,0,Premiership South,26,51.574647,-0.103116,51.418042,0.089663,65.2,69.0,13.1,25.4,0.0,clear-day,HW,42,63.9,72.1,12.4,26.0,0.0,partly-cloudy-day
21/07/19,14:00,Bristol Aztecs,Rushmoor Knights,30,0,Premiership South,154,51.51264,-2.555479,51.299533,-0.778626,62.7,77.7,11.6,24.7,0.0,partly-cloudy-day,HW,30,63.2,74.5,12.9,29.5,0.0,partly-cloudy-day
21/07/19,14:00,London Warriors,London Olympians,58,0,Premiership South,16,51.391342,-0.089445,51.458428,0.046926,63.6,72.8,12.5,26.2,0.0,partly-cloudy-day,HW,58,64.5,70.5,12.5,25.9,0.0,clear-day
07/07/19,15:00,Kent Exiles,London Warriors,0,80,Premiership South,13,51.418042,0.089663,51.391342,-0.089445,61.5,79.2,7.2,15.2,0.12,rain,AW,80,61.1,80.5,7.1,15.0,0.12,rain
07/07/19,14:30,London Olympians,Bristol Aztecs,10,11,Premiership South,240,51.458428,0.046926,51.51264,-2.555479,62.1,77.3,7.4,15.4,0.15,rain,AW,21,62.6,70.9,7.3,22.4,0.03,rain
30/06/19,14:00,Bristol Aztecs,London Blitz,8,20,Premiership South,195,51.51264,-2.555479,51.574647,-0.103116,62.3,76.0,13.9,18.8,0.0,partly-cloudy-day,AW,28,68.1,63.8,14.3,18.9,0.0,clear-day
30/06/19,14:00,Kent Exiles,London Olympians,8,28,Premiership South,4,51.418042,0.089663,51.458428,0.046926,66.8,67.8,13.7,18.5,0.0,clear-day,AW,36,67.5,65.8,13.8,18.5,0.0,clear-day
23/06/19,16:00,London Blitz,London Warriors,7,54,Premiership South,25,51.574647,-0.103116,51.391342,-0.089445,65.2,71.6,13.1,14.6,0.0,clear-day,AW,61,63.7,75.2,10.5,14.5,0.0,partly-cloudy-day
23/06/19,15:00,Kent Exiles,Bristol Aztecs,17,12,Premiership South,238,51.418042,0.089663,51.51264,-2.555479,64.0,74.4,11.0,14.4,0.0,partly-cloudy-day,HW,29,62.1,74.8,11.9,17.1,0.03,rain
23/06/19,14:30,London Olympians,Rushmoor Knights,68,6,Premiership South,104,51.458428,0.046926,51.299533,-0.778626,64.6,73.1,11.4,14.4,0.0,partly-cloudy-day,HW,74,63.0,75.4,15.8,14.1,0.0,partly-cloudy-day
16/06/19,14:30,London Olympians,London Warriors,7,54,Premiership South,16,51.458428,0.046926,51.391342,-0.089445,58.6,78.6,17.6,18.2,0.07,rain,AW,61,57.5,81.8,17.4,18.1,0.11,rain
16/06/19,14:00,Rushmoor Knights,Kent Exiles,28,13,Premiership South,102,51.299533,-0.778626,51.418042,0.089663,57.2,83.3,20.6,17.8,0.03,rain,HW,41,57.8,80.7,17.3,18.0,0.09,rain
09/06/19,14:00,Rushmoor Knights,Bristol Aztecs,9,26,Premiership South,154,51.299533,-0.778626,51.51264,-2.555479,54.2,83.2,17.2,18.6,0.08,rain,AW,35,56.1,79.5,15.4,13.8,0.02,rain
02/06/19,14:00,Bristol Aztecs,London Olympians,36,20,Premiership South,240,51.51264,-2.555479,51.458428,0.046926,42.6,92.3,12.1,8.4,0.25,rain,HW,56,45.2,91.8,11.9,7.1,0.17,rain
02/06/19,14:00,Rushmoor Knights,London Warriors,0,70,Premiership South,67,51.299533,-0.778626,51.391342,-0.089445,44.5,92.8,14.9,8.8,0.09,rain,AW,70,44.0,93.5,12.6,6.8,0.18,rain
26/05/19,14:00,London Warriors,Kent Exiles,71,6,Premiership South,13,51.391342,-0.089445,51.418042,0.089663,61.8,75.3,15.0,25.6,0.01,rain,HW,77,62.1,74.6,14.9,25.2,0.01,rain
26/05/19,14:00,Rushmoor Knights,London Blitz,0,33,Premiership South,71,51.299533,-0.778626,51.574647,-0.103116,59.9,80.1,15.1,27.3,0.01,rain,AW,33,63.2,71.5,16.4,25.3,0.0,clear-day
19/05/19,14:00,Kent Exiles,London Blitz,7,42,Premiership South,26,51.418042,0.089663,51.574647,-0.103116,55.5,79.2,6.2,7.0,0.0,partly-cloudy-day,AW,49,56.7,76.3,6.3,9.2,0.01,rain
19/05/19,14:00,London Warriors,Bristol Aztecs,38,0,Premiership South,203,51.391342,-0.089445,51.51264,-2.555479,55.2,79.8,6.4,6.7,0.0,partly-cloudy-day,HW,38,54.1,80.7,8.2,16.6,0.02,rain
19/05/19,14:00,Rushmoor Knights,London Olympians,13,39,Premiership South,104,51.299533,-0.778626,51.458428,0.046926,54.3,80.5,10.1,12.0,0.0,partly-cloudy-day,AW,52,56.1,77.7,6.1,7.4,0.0,partly-cloudy-day
12/05/19,14:30,London Olympians,London Blitz,14,21,Premiership South,25,51.458428,0.046926,51.574647,-0.103116,36.6,90.2,16.5,7.8,0.01,rain,AW,35,38.5,89.3,16.6,7.6,0.01,rain
12/05/19,14:00,Bristol Aztecs,Kent Exiles,0,9,Premiership South,238,51.51264,-2.555479,51.418042,0.089663,36.8,92.4,15.1,8.5,0.0,partly-cloudy-day,AW,9,35.6,91.3,16.6,7.9,0.01,rain
05/05/19,14:30,London Olympians,Kent Exiles,33,23,Premiership South,4,51.458428,0.046926,51.418042,0.089663,43.6,61.6,10.3,18.7,0.01,rain,HW,56,42.9,63.2,10.4,18.7,0.01,rain
05/05/19,14:00,London Warriors,London Blitz,46,15,Premiership South,25,51.391342,-0.089445,51.574647,-0.103116,42.2,63.9,10.7,18.8,0.02,rain,HW,61,44.2,60.2,10.4,18.7,0.0,clear-day
28/04/19,13:30,London Blitz,Rushmoor Knights,41,0,Premiership South,71,51.574647,-0.103116,51.299533,-0.778626,48.7,64.3,14.7,23.1,0.01,rain,HW,41,47.3,66.7,13.9,23.1,0.0,partly-cloudy-day
21/04/19,15:30,London Blitz,Bristol Aztecs,33,2,Premiership South,195,51.574647,-0.103116,51.51264,-2.555479,60.4,48.6,11.5,11.8,0.0,clear-day,HW,35,59.0,56.2,6.4,10.5,0.0,clear-day
21/04/19,14:00,London Warriors,Rushmoor Knights,85,0,Premiership South,67,51.391342,-0.089445,51.299533,-0.778626,59.2,51.5,8.3,12.9,0.0,clear-day,HW,85,57.0,59.1,7.0,11.3,0.0,clear-day
28/07/19,14:00,Northumberland Vikings,Aberdeen Roughnecks,16,6,NFC 1 North,391,55.029045,-1.703227,57.17318,-2.132683,63.4,97.2,11.4,5.1,0.02,rain,HW,22,63.3,89.0,9.9,5.8,0.12,rain
28/07/19,13:45,Yorkshire Rams,Glasgow Tigers,15,12,NFC 1 North,368,53.764305,-1.541945,55.849959,-4.307464,60.3,95.7,11.9,5.1,0.71,rain,HW,27,64.7,90.7,13.8,5.8,0.22,rain
21/07/19,15:00,East Kilbride Pirates,Northumberland Vikings,0,5,NFC 1 North,248,55.808665,-4.280777,55.029045,-1.703227,60.5,84.8,16.2,10.4,0.09,rain,AW,5,60.3,79.7,16.1,6.0,0.0,partly-cloudy-day
21/07/19,13:00,Glasgow Tigers,Gateshead Senators,40,0,NFC 1 North,261,55.849959,-4.307464,54.967108,-1.496677,60.5,84.9,16.2,8.9,0.08,rain,HW,40,60.4,79.2,14.2,9.4,0.0,partly-cloudy-day
07/07/19,16:00,Northumberland Vikings,Yorkshire Rams,22,0,NFC 1 North,179,55.029045,-1.703227,53.764305,-1.541945,52.4,82.0,11.4,6.2,0.0,partly-cloudy-day,HW,22,56.3,69.3,9.5,12.0,0.0,partly-cloudy-day
07/07/19,14:00,Aberdeen Roughnecks,Glasgow Tigers,28,3,NFC 1 North,244,57.17318,-2.132683,55.849959,-4.307464,50.8,75.4,19.0,6.5,0.04,rain,HW,31,56.7,66.0,8.8,11.8,0.0,partly-cloudy-day
07/07/19,12:00,Gateshead Senators,East Kilbride Pirates,14,53,NFC 1 North,258,54.967108,-1.496677,55.808665,-4.280777,52.7,80.9,10.5,9.4,0.0,partly-cloudy-day,AW,67,56.7,66.1,8.6,14.2,0.0,partly-cloudy-day
30/06/19,16:00,East Kilbride Pirates,Aberdeen Roughnecks,52,6,NFC 1 North,246,55.808665,-4.280777,57.17318,-2.132683,59.2,83.2,21.1,7.9,0.09,rain,HW,58,62.6,72.6,22.2,5.9,0.27,rain
30/06/19,12:00,Glasgow Tigers,Northumberland Vikings,0,42,NFC 1 North,252,55.849959,-4.307464,55.029045,-1.703227,59.3,83.1,21.3,7.1,0.1,rain,AW,42,61.5,83.9,24.2,6.0,0.02,rain
23/06/19,15:30,Yorkshire Rams,East Kilbride Pirates,23,34,NFC 1 North,363,53.764305,-1.541945,55.808665,-4.280777,57.0,81.6,12.8,9.4,0.0,partly-cloudy-day,AW,57,60.1,71.8,17.2,10.1,0.0,partly-cloudy-day
23/06/19,14:00,Aberdeen Roughnecks,Gateshead Senators,56,0,NFC 1 North,406,57.17318,-2.132683,54.967108,-1.496677,56.5,78.5,15.8,6.3,0.0,clear-day,HW,56,56.4,82.7,12.4,9.0,0.0,partly-cloudy-day
16/06/19,14:30,East Kilbride Pirates,Glasgow Tigers,39,7,NFC 1 North,9,55.808665,-4.280777,55.849959,-4.307464,54.7,74.5,15.0,9.8,0.0,partly-cloudy-day,HW,46,54.8,74.3,15.1,8.5,0.0,partly-cloudy-day
16/06/19,14:00,Gateshead Senators,Yorkshire Rams,7,53,NFC 1 North,163,54.967108,-1.496677,53.764305,-1.541945,55.5,82.2,27.2,7.5,0.13,rain,AW,60,53.3,81.6,15.7,10.0,0.14,rain
09/06/19,14:00,Northumberland Vikings,East Kilbride Pirates,5,8,NFC 1 North,248,55.029045,-1.703227,55.808665,-4.280777,56.2,84.5,21.2,8.9,0.11,rain,AW,13,55.4,82.3,26.4,8.3,0.13,rain
09/06/19,13:00,Glasgow Tigers,Aberdeen Roughnecks,13,12,NFC 1 North,244,55.849959,-4.307464,57.17318,-2.132683,42.5,83.4,24.7,9.4,0.03,rain,HW,25,55.1,75.9,17.2,6.4,0.04,rain
02/06/19,15:00,East Kilbride Pirates,Gateshead Senators,49,12,NFC 1 North,258,55.808665,-4.280777,54.967108,-1.496677,49.2,80.4,10.7,8.1,0.04,rain,HW,61,38.2,84.3,14.5,8.3,0.04,rain
01/06/19,12:00,Aberdeen Roughnecks,Yorkshire Rams,0,2,NFC 1 North,580,57.17318,-2.132683,53.764305,-1.541945,34.7,71.3,13.7,10.0,0.0,partly-cloudy-day,AW,2,38.5,91.9,13.9,7.4,0.0,partly-cloudy-day
26/05/19,14:00,Gateshead Senators,Aberdeen Roughnecks,6,36,NFC 1 North,406,54.967108,-1.496677,57.17318,-2.132683,58.8,94.5,10.3,12.3,1.0,rain,AW,42,45.8,93.5,11.8,3.7,0.62,rain
26/05/19,13:45,Yorkshire Rams,Northumberland Vikings,6,10,NFC 1 North,179,53.764305,-1.541945,55.029045,-1.703227,64.6,73.1,16.7,26.1,0.0,cloudy,AW,16,57.4,83.3,25.3,6.1,0.18,rain
19/05/19,14:00,Northumberland Vikings,Gateshead Senators,63,0,NFC 1 North,19,55.029045,-1.703227,54.967108,-1.496677,57.4,69.3,10.5,16.6,0.0,partly-cloudy-day,HW,63,52.4,84.8,8.0,7.9,0.01,rain
19/05/19,12:00,Glasgow Tigers,East Kilbride Pirates,14,47,NFC 1 North,9,55.849959,-4.307464,55.808665,-4.280777,53.6,79.2,11.6,9.2,0.02,rain,AW,61,52.5,85.3,7.9,9.4,0.02,rain
12/05/19,15:00,East Kilbride Pirates,Yorkshire Rams,47,12,NFC 1 North,363,55.808665,-4.280777,53.764305,-1.541945,56.4,78.8,23.0,6.1,0.06,rain,HW,59,37.7,88.7,27.1,8.6,0.01,rain
12/05/19,14:00,Gateshead Senators,Glasgow Tigers,0,42,NFC 1 North,261,54.967108,-1.496677,55.849959,-4.307464,36.4,87.9,21.0,7.4,0.29,rain,AW,42,42.7,90.7,30.9,5.6,0.59,rain
05/05/19,14:00,Aberdeen Roughnecks,Northumberland Vikings,3,7,NFC 1 North,391,57.17318,-2.132683,55.029045,-1.703227,40.2,88.7,9.6,6.3,0.0,partly-cloudy-day,AW,10,38.4,68.8,12.7,7.3,0.01,rain
05/05/19,13:45,Yorkshire Rams,Gateshead Senators,22,6,NFC 1 North,163,53.764305,-1.541945,54.967108,-1.496677,57.4,83.0,23.5,8.3,0.17,rain,HW,28,38.7,68.5,11.8,10.3,0.01,rain
28/04/19,13:00,Glasgow Tigers,Yorkshire Rams,13,0,NFC 1 North,368,55.849959,-4.307464,53.764305,-1.541945,52.3,84.8,9.2,5.5,0.02,rain,HW,13,43.5,78.5,14.2,10.4,0.07,rain
21/04/19,14:00,Northumberland Vikings,Glasgow Tigers,22,14,NFC 1 North,252,55.029045,-1.703227,55.849959,-4.307464,52.7,85.1,7.8,8.2,0.02,rain,HW,36,56.8,67.8,17.7,5.1,0.0,clear-day
20/04/19,16:00,Yorkshire Rams,Aberdeen Roughnecks,0,42,NFC 1 North,580,53.764305,-1.541945,57.17318,-2.132683,42.6,90.7,30.4,6.1,0.54,rain,AW,42,58.2,65.9,11.0,6.3,0.0,clear-day
14/04/19,14:00,Aberdeen Roughnecks,East Kilbride Pirates,12,23,NFC 1 North,246,57.17318,-2.132683,55.808665,-4.280777,38.3,68.0,21.6,6.4,0.0,partly-cloudy-day,AW,35,35.4,60.7,18.0,10.5,0.0,partly-cloudy-day
14/04/19,14:00,Gateshead Senators,Northumberland Vikings,0,24,NFC 1 North,19,54.967108,-1.496677,55.029045,-1.703227,38.6,68.7,12.8,10.8,0.0,partly-cloudy-day,AW,24,34.8,72.1,13.9,6.2,0.0,partly-cloudy-day
28/07/19,14:00,Nottingham Caesars,Shropshire Revolution,14,37,NFC 1 South,113,52.966631,-1.217552,52.70789,-2.444912,58.9,61.5,12.7,6.1,0.0,clear-day,AW,51,58.5,90.0,11.0,11.9,0.36,rain
