Game_Date,Game_Time,Home_Team,Away_Team,Home_Score,Away_Score,Division,Travel_km,lat_d,lon_d,lat_o,lon_o,Temp,Humidity,Windspeed,Visibility,Precipitation,Cast
23/06/19,14:00,Essex Spartans,East Kent Mavericks,27,8,SFC 2 South,83,51.505368,0.273049,51.260933,1.084827,63.8,75.9,12.6,12.8,0.0,partly-cloudy-day
16/06/19,14:00,East Kent Mavericks,Maidstone Pumas,30,19,SFC 2 South,43,51.260933,1.084827,51.247448,0.533776,59.4,81.6,19.3,19.7,0.01,rain
16/06/19,14:00,Norwich Devils,East Essex Sabres,3,0,SFC 2 South,157,52.637751,1.360892,51.56832,0.599318,59.5,79.2,17.2,6.3,0.04,rain
02/06/19,14:30,Ipswich Cardinals,Norwich Devils,31,31,SFC 2 South,78,52.070695,1.208012,52.637751,1.360892,42.1,94.9,12.9,5.5,0.14,rain
26/05/19,14:00,East Essex Sabres,Norwich Devils,6,12,SFC 2 South,157,51.56832,0.599318,52.637751,1.360892,64.0,67.6,19.6,10.8,0.0,partly-cloudy-day
26/05/19,14:00,Maidstone Pumas,Essex Spartans,6,33,SFC 2 South,45,51.247448,0.533776,51.505368,0.273049,61.3,77.5,13.6,20.1,0.0,partly-cloudy-day
19/05/19,14:00,Maidstone Pumas,East Kent Mavericks,0,25,SFC 2 South,43,51.247448,0.533776,51.260933,1.084827,54.6,82.3,6.5,5.1,0.0,partly-cloudy-day
12/05/19,14:00,East Essex Sabres,Essex Spartans,0,21,SFC 2 South,26,51.56832,0.599318,51.505368,0.273049,34.5,93.8,22.0,5.9,0.01,rain
05/05/19,14:00,East Kent Mavericks,Norwich Devils,11,18,SFC 2 South,268,51.260933,1.084827,52.637751,1.360892,40.5,74.5,15.3,12.3,0.01,rain
05/05/19,14:00,Maidstone Pumas,East Essex Sabres,7,20,SFC 2 South,67,51.247448,0.533776,51.56832,0.599318,42.2,67.7,11.2,15.4,0.01,rain
28/04/19,14:00,East Kent Mavericks,Ipswich Cardinals,6,16,SFC 2 South,192,51.260933,1.084827,52.070695,1.208012,44.4,79.4,15.1,14.4,0.04,rain
28/04/19,14:00,Essex Spartans,Maidstone Pumas,40,0,SFC 2 South,45,51.505368,0.273049,51.247448,0.533776,46.9,68.3,15.0,24.6,0.01,rain
21/04/19,14:00,East Essex Sabres,Ipswich Cardinals,14,14,SFC 2 South,94,51.56832,0.599318,52.070695,1.208012,52.0,67.2,10.0,5.9,0.0,clear-day
14/04/19,14:00,Essex Spartans,East Essex Sabres,12,0,SFC 2 South,26,51.505368,0.273049,51.56832,0.599318,35.8,67.5,13.2,14.7,0.0,partly-cloudy-day
14/04/19,14:00,Maidstone Pumas,Norwich Devils,0,32,SFC 2 South,230,51.247448,0.533776,52.637751,1.360892,35.7,70.0,12.8,13.5,0.0,partly-cloudy-day
